client_id,churn_proba
554,0.1438449
696,0.14347145
638,0.14325598
182,0.14282899
658,0.14217438
994,0.14196965
73,0.14028442
589,0.14021525
948,0.13970838
916,0.13948156
22,0.13846599
31,0.13668221
551,0.13660592
740,0.13641304
737,0.136123
273,0.13593538
291,0.13471825
122,0.13408443
515,0.13330078
313,0.1330123
827,0.13266332
739,0.13228609
287,0.13140462
463,0.1310859
751,0.13107847
338,0.13082674
38,0.13043074
393,0.12922092
267,0.12835862
602,0.12737788
57,0.12725174
203,0.12703757
820,0.1264498
463,0.12607184
53,0.12576652
418,0.12541023
506,0.12509277
595,0.12452382
959,0.124383315
490,0.12437216
648,0.124364614
476,0.12399118
671,0.12377448
193,0.122972116
346,0.122394845
342,0.12062126
215,0.12044748
988,0.12041791
811,0.11752596
955,0.115521505
40,0.115094826
428,0.11485989
293,0.114650436
59,0.11420916
30,0.11395809
108,0.11332423
682,0.11318552
48,0.11297721
399,0.11265509
205,0.11261347
363,0.112538055
845,0.11161202
754,0.11141247
414,0.111230604
489,0.11073585
389,0.110537596
758,0.11043157
544,0.11022724
214,0.10949977
423,0.10931053
561,0.10863405
151,0.1083693
268,0.10763744
277,0.10763643
493,0.10718829
536,0.10702426
116,0.10640532
411,0.105882585
1,0.10556583
950,0.10551793
192,0.10436115
800,0.10410618
626,0.10391097
118,0.10361899
908,0.10313592
56,0.1031335
75,0.10176403
886,0.10144779
690,0.10105949
135,0.10096345
538,0.100938976
869,0.10088197
116,0.100621484
842,0.09998867
824,0.09992891
380,0.09958684
216,0.09927672
446,0.098969825
129,0.09876304
662,0.09708043
419,0.09586602
492,0.09531301
211,0.095235676
945,0.09517786
472,0.09511359
326,0.09419908
789,0.0940842
837,0.093974635
61,0.093874194
160,0.0936089
273,0.09336874
979,0.093360215
612,0.093314014
534,0.09317289
479,0.09200453
564,0.091195695
861,0.09107271
69,0.09062139
617,0.08967962
987,0.08960836
74,0.08952271
341,0.08931955
166,0.08923149
990,0.08822026
688,0.08749382
404,0.08746423
563,0.08736065
579,0.08659917
818,0.08602833
19,0.08553686
55,0.085529424
695,0.08501772
640,0.08420178
525,0.08392792
238,0.08389139
54,0.0828966
382,0.08285812
258,0.08281496
546,0.08281197
822,0.082762025
216,0.08248775
697,0.08231091
692,0.081195004
551,0.08096172
272,0.08050796
747,0.08033608
537,0.079968564
158,0.079957515
508,0.0793036
317,0.07925837
168,0.07886169
885,0.078569375
337,0.07850679
212,0.077675775
668,0.077592075
527,0.07734518
364,0.07711142
654,0.07709215
199,0.076812275
431,0.076699704
244,0.076697625
174,0.07630254
192,0.07626224
678,0.07596316
967,0.075174496
921,0.074417464
246,0.07393935
591,0.073871456
585,0.07360108
491,0.071802646
898,0.071657166
965,0.07065552
124,0.070518956
78,0.07046778
362,0.07011336
625,0.06993807
574,0.0697847
485,0.06945778
377,0.0688284
325,0.06881318
565,0.0681962
763,0.06814163
407,0.06792255
437,0.067860566
126,0.06782909
783,0.06777704
670,0.06735704
814,0.06735421
736,0.06721648
261,0.06705372
637,0.066941306
552,0.066743225
444,0.06671942
379,0.06653819
381,0.06652965
363,0.06638538
680,0.065293156
353,0.06492445
607,0.06466429
135,0.06424985
191,0.06362241
542,0.06353426
146,0.06343083
367,0.06338115
186,0.06323145
825,0.06317551
517,0.06310757
958,0.06281855
661,0.06276208
940,0.062335286
249,0.062325645
729,0.062314555
454,0.062137514
252,0.062105775
183,0.062008478
545,0.061830964
970,0.0615783
613,0.061464738
55,0.06041179
730,0.060389668
653,0.060283124
969,0.060249824
936,0.060204472
722,0.059790764
107,0.059421297
86,0.05940931
320,0.059343055
383,0.05922906
37,0.059200395
7,0.059169095
560,0.05873824
15,0.05868826
963,0.058251347
266,0.058245018
992,0.058094077
796,0.057893634
394,0.057777412
254,0.057696875
59,0.057379913
298,0.057324503
188,0.057128176
295,0.057029005
77,0.056786083
165,0.056666877
990,0.056203205
998,0.056169763
482,0.055993725
692,0.05526475
109,0.055100184
175,0.05499753
793,0.054774307
7,0.05476182
646,0.054536205
103,0.05433421
136,0.054269806
761,0.054182857
708,0.054161616
121,0.05415564
387,0.054152675
6,0.054099966
750,0.05403511
198,0.053836845
912,0.053532027
38,0.053299453
873,0.05327798
796,0.053204
735,0.05309431
102,0.053054325
164,0.052917644
581,0.052805386
37,0.052579995
961,0.052525125
347,0.05232274
697,0.052250445
879,0.052199166
448,0.05181751
531,0.051603105
379,0.05149598
535,0.051474404
123,0.051008742
913,0.050987117
922,0.0508362
171,0.050632633
8,0.049950648
23,0.04961422
770,0.049353126
148,0.049320508
655,0.049261976
386,0.049250785
96,0.04919842
885,0.048961256
798,0.04851271
693,0.04839982
288,0.048298344
832,0.048142605
615,0.048061274
522,0.04773469
766,0.0476255
739,0.047581993
835,0.047410794
289,0.047400493
943,0.04739977
67,0.04720827
930,0.047149174
592,0.04713357
79,0.04707026
467,0.04705856
892,0.047045097
338,0.046987943
654,0.046967693
991,0.046843637
720,0.046769496
686,0.046738904
915,0.046666663
456,0.046388216
606,0.046156958
664,0.04614836
911,0.04611068
749,0.04610726
72,0.045941386
475,0.04593512
997,0.04584278
453,0.045411423
372,0.044988777
607,0.044737577
45,0.04473426
639,0.044494428
425,0.044326287
468,0.044140317
97,0.04404123
880,0.043902073
536,0.043890517
34,0.043816917
47,0.04373688
413,0.043670725
973,0.04364948
470,0.043622456
866,0.043518748
70,0.04332552
297,0.043145422
165,0.043012034
831,0.042923268
121,0.042435147
573,0.042291436
961,0.042183068
556,0.04186585
190,0.041607223
574,0.04144028
759,0.04141622
928,0.04123472
171,0.0412104
695,0.041167814
850,0.0411146
264,0.041082878
794,0.04095855
577,0.040905446
141,0.040515084
691,0.040330462
261,0.040308457
77,0.040187508
874,0.039931327
33,0.039782617
858,0.039688777
138,0.039471056
330,0.03939202
644,0.03936941
952,0.039008457
877,0.03891751
367,0.038897604
443,0.038776457
78,0.038485013
930,0.03825864
572,0.038210593
738,0.037904885
670,0.037892427
470,0.037866637
860,0.03770724
141,0.037690837
719,0.03755896
781,0.037376437
511,0.03737527
911,0.037282724
769,0.037175894
667,0.03710437
671,0.036984585
514,0.03697621
34,0.036927387
109,0.036771543
646,0.036575314
530,0.036555912
73,0.036475673
698,0.036469597
315,0.03604245
733,0.035891626
664,0.03560985
567,0.03549162
566,0.03541906
681,0.035354353
881,0.03534833
130,0.035266057
556,0.03517647
601,0.035122175
475,0.035121497
322,0.035077386
105,0.03496786
521,0.034929905
459,0.034883216
67,0.034868713
98,0.034829684
998,0.034674514
310,0.034614965
282,0.034553904
762,0.034480948
863,0.03446348
307,0.034431454
598,0.0342226
915,0.03413925
162,0.034041476
410,0.03404016
13,0.033839606
504,0.03370692
87,0.03354344
596,0.03352331
359,0.033470277
256,0.03338416
412,0.032850657
209,0.032728497
861,0.03269069
39,0.03261787
93,0.032595858
272,0.032468725
894,0.032393407
659,0.03230758
76,0.032232974
553,0.03200993
6,0.031971604
557,0.031899605
144,0.031669352
454,0.03166923
97,0.031574994
302,0.031460576
814,0.031415872
733,0.03141127
844,0.031271454
973,0.031216616
428,0.031112142
70,0.030898603
553,0.030833071
603,0.030796818
397,0.030573482
636,0.03056293
296,0.030544989
809,0.03054043
676,0.030381566
821,0.03035154
317,0.030351125
633,0.030246632
279,0.030027062
224,0.029909588
526,0.029908242
471,0.029805392
417,0.029802976
501,0.02975524
791,0.029661603
417,0.029656187
686,0.029655056
956,0.029528815
83,0.029430779
710,0.029430008
499,0.029375136
253,0.029236883
16,0.029190307
850,0.029141128
33,0.028976135
677,0.028916987
985,0.028901197
3,0.028831061
283,0.028821837
669,0.028701022
487,0.028664755
608,0.02864321
440,0.028581278
125,0.028576683
351,0.028519839
426,0.02851445
222,0.028337594
509,0.028221909
890,0.028219247
448,0.028066337
558,0.0278856
43,0.027808163
835,0.027649611
533,0.027596746
155,0.027512021
505,0.02747487
762,0.027366016
202,0.027268173
514,0.027240122
65,0.027237784
451,0.027199015
136,0.027084766
125,0.02690551
219,0.026788102
294,0.026734874
169,0.02654715
52,0.026538542
533,0.026529491
257,0.026465142
620,0.026263596
422,0.02624168
761,0.02619174
102,0.026093654
147,0.026019687
569,0.02592707
753,0.025851022
617,0.025728626
98,0.025704505
383,0.025661424
502,0.025423875
359,0.025298065
20,0.025216972
785,0.025041685
714,0.025021967
405,0.025013225
569,0.024977053
461,0.024974791
369,0.024933407
107,0.024883915
473,0.024741206
234,0.024558855
857,0.024522832
225,0.024263388
603,0.024001183
151,0.023683969
736,0.023652384
286,0.02354495
977,0.023423336
570,0.02329232
1000,0.023285843
466,0.023208564
983,0.022902487
993,0.022757635
825,0.02274462
775,0.022538984
341,0.022423297
175,0.02236442
370,0.02232184
813,0.022238277
60,0.022193896
23,0.022154959
823,0.022140685
416,0.021681033
844,0.021563577
774,0.021516774
170,0.021490658
263,0.021443944
429,0.02141642
815,0.021291623
564,0.021035751
651,0.020919634
977,0.020907981
711,0.020899944
149,0.020877987
306,0.020874292
213,0.020859858
410,0.02078579
894,0.020760573
933,0.020583637
830,0.02058184
39,0.020561898
702,0.020384597
701,0.020384189
402,0.020327875
803,0.02031841
890,0.02025954
937,0.020240657
610,0.020212157
600,0.020205954
984,0.020150982
705,0.020070715
323,0.020008452
582,0.019968782
45,0.019922104
447,0.01984695
816,0.019818109
318,0.019784443
262,0.019782772
349,0.019779356
427,0.019689202
817,0.01953386
721,0.01945229
642,0.01931737
332,0.019203605
161,0.019195462
352,0.019169062
368,0.019116078
309,0.019078508
374,0.018920045
657,0.018708868
213,0.018585734
112,0.018568845
473,0.018499961
426,0.01848509
348,0.018472664
764,0.01837965
725,0.018248208
335,0.01807705
875,0.018074337
81,0.018054063
944,0.01802247
590,0.017867438
870,0.017783172
35,0.017644778
155,0.017477686
292,0.01713543
677,0.016888877
858,0.016863972
923,0.016568555
657,0.016506441
906,0.01635123
408,0.016255714
848,0.01624371
872,0.0160928
340,0.015836857
985,0.015665818
926,0.015566722
471,0.015472122
531,0.015038928
342,0.014876683
420,0.014751639
728,0.014552864
570,0.014551112
527,0.014498523
931,0.014418543
502,0.014310679
787,0.014200401
588,0.013937167
907,0.013827956
284,0.0135432985
655,0.013357536
857,0.013239139
208,0.012958793
868,0.012863561
560,0.012845166
451,0.012780979
931,0.012780637
735,0.01269601
795,0.012647843
306,0.012613654
891,0.012443107
512,0.012262944
8,0.012240018
270,0.011915224
771,0.011913091
566,0.011717904
188,0.011705718
745,0.0116608
826,0.011433554
202,0.011341346
149,0.011119333
485,0.011021021
420,0.010878105
826,0.010853428
997,0.010749665
807,0.010726517
478,0.0107100345
833,0.010598553
495,0.010513762
495,0.010250952
759,0.0102267815
224,0.010198204
374,0.010138912
368,0.010078895
51,0.009460991
924,0.0093229255
434,0.00925948
478,0.009198421
718,0.009103287
99,0.009102921
237,0.009101175
923,0.008856232
430,0.008849684
887,0.008715787
329,0.008582755
351,0.008495921
510,0.008460439
498,0.008272392
588,0.008266776
409,0.008183102
623,0.0078332545
865,0.0077771316
260,0.007643841
1000,0.0074735354
365,0.0074717887
284,0.007418202
550,0.00718715
557,0.007127743
235,0.0070531643
611,0.0069439625
927,0.0065148906
896,0.0063153612
345,0.0061597023
236,0.006032607
623,0.005992849
156,0.005983982
887,0.0058795693
817,0.0056962627
345,0.005089389
960,0.004795504
550,0.0044846935
907,0.0044282055
608,0.004405738
780,0.004347696
